TranscriptID	Gene	fpkm_Mock_control	fpkm_METTL3_KD	lnFC	pval	adjp
ENST00000303924	HAS2	0.648623	0.258393	-0.920371	0.00564192	0.0180719
ENST00000259512	DERL1	27.2823	68.341	0.918272	0	0
ENST00000405944	AC104316.3	15.8008	39.3576	0.912627	8.19345e-13	8.28428e-12
ENST00000385869	AC068228.8-3	15.4291	0	-Inf	0	0
ENST00000287396	FBXO32	4.02395	9.70278	0.880149	1.96158e-09	1.51523e-08
ENST00000378017	MTSS1	0.229919	0.503734	0.784321	0.0106772	0.0319366
ENST00000395508	MTSS1	0.0988687	0	-Inf	0.0162871	0.04632
ENST00000304916	FAM84B	12.2114	5.45944	-0.805024	0	0
ENST00000276708	GSDMC	0.0843529	0.501021	1.78164	0.000978751	0.00367672
ENST00000363205	SNORA25	8.32846	0	-Inf	0	0
ENST00000366194	AC107375.5	0.243876	0	-Inf	9.12731e-213	1.30378e-211
ENST00000395221	PTK2	0	0.216403	Inf	9.05581e-06	4.71834e-05
ENST00000329245	TOP1MT	3.08937	9.21702	1.09308	3.75255e-14	4.17453e-13
ENST00000320476	SCRIB	2.08224	6.3038	1.10771	1.24463e-08	8.92846e-08
ENST00000356994	SCRIB	6.78912	1.60238	-1.44383	8.32497e-05	0.000376956
ENST00000349157	PUF60	25.8831	11.2549	-0.832786	0.000224775	0.000951476
ENST00000327830	NRBP2	13.3894	5.27537	-0.931415	0	0
ENST00000313028	PARP10	3.80289	1.67439	-0.820316	2.08475e-11	1.90578e-10
ENST00000313059	PARP10	5.79595	2.55393	-0.819527	0.013889	0.0402455
ENST00000292510	VPS28	41.0817	19.1503	-0.763245	5.10703e-15	6.03001e-14
ENST00000377348	VPS28	2.7232	6.05433	0.798967	0.000255757	0.00107242
ENST00000343593	LRRC24	0.194979	0	-Inf	0.0113054	0.0335922
ENST00000394920	AF235103.4-3	6.73735	21.9962	1.1832	6.70852e-09	4.93373e-08
ENST00000292579	ZNF250	1.75826	0.538316	-1.18364	1.16773e-05	5.99e-05
ENST00000355436	ZNF252	16.856	7.08649	-0.866515	0	0
ENST00000382329	DOCK8	0.236779	0.614285	0.953332	0.000385479	0.00156396
ENST00000405084	RP11-165F24.2	0.114424	0	-Inf	0	0
ENST00000223950	KANK1	5.00983	11.9034	0.865425	0	0
ENST00000397976	KANK1	11.6895	0.300086	-3.66238	0	0
ENST00000365302	U6	0	8.40999	Inf	0	0
ENST00000403740	RP11-130C19.1	0.0515823	0.421076	2.09964	0.0127731	0.0373264
ENST00000382289	KANK1	0.377644	1.67218	1.48793	2.15215e-05	0.000106157
ENST00000382276	DMRT1	0	0.740122	Inf	1.16774e-08	8.39738e-08
ENST00000357248	SMARCA2	9.68363	3.9854	-0.887799	0	0
ENST00000382203	SMARCA2	0.0728333	0	-Inf	0.00289675	0.00988769
ENST00000382194	SMARCA2	8.99553	2.96519	-1.10979	0	0
ENST00000382186	SMARCA2	5.90471	1.97431	-1.09553	2.6105e-06	1.45589e-05
ENST00000382183	SMARCA2	7.14013	2.39972	-1.09038	9.88609e-09	7.15832e-08
ENST00000382182	SMARCA2	6.63568	2.64432	-0.920048	3.55102e-08	2.44274e-07
ENST00000404592	RP11-6J24.3	0.0651513	0	-Inf	4.47611e-48	6.02462e-47
ENST00000381883	PPAPDC2	2.90546	1.13339	-0.941373	8.27103e-09	6.02952e-08
ENST00000381845	CDC37L1	7.03874	16.2951	0.839432	2.08801e-08	1.46587e-07
ENST00000381728	RCL1	1.83181	4.83838	0.971276	0.00162402	0.00583072
ENST00000407366	RP11-39K24.4	1.05378	0.145076	-1.98288	0.000169749	0.000734139
ENST00000405499	RP11-39K24.12	0	0.0589025	Inf	4.62822e-127	6.45416e-126
ENST00000403016	RP11-39K24.13	0.375642	0.0498458	-2.0197	7.61692e-05	0.000346892
ENST00000399938	IGHEP2	0	0.0456321	Inf	4.55075e-127	6.34814e-126
ENST00000239316	INSL4	20.9372	9.73233	-0.766077	0	0
ENST00000381136	TYRP1	0.000530862	0.010648	2.99863	1.79856e-14	2.03996e-13
ENST00000402805	RP11-284P20.2	1.58368	4.12202	0.956592	6.58361e-06	3.49726e-05
ENST00000380807	SNAPC3	0	1.52372	Inf	4.79609e-17	6.26392e-16
ENST00000380821	SNAPC3	2.14843	7.83236	1.29353	0	0
ENST00000297641	C9orf93	0.769285	0.328064	-0.852252	0.00128969	0.00473064
ENST00000380643	CNTLN	2.80276	0.585561	-1.56579	2.92728e-11	2.63875e-10
ENST00000380647	CNTLN	5.06069	2.45284	-0.724254	0	0
ENST00000380607	SH3GL2	53.9118	16.9777	-1.15545	0	0
ENST00000364248	Y_RNA	25.7623	0	-Inf	0	0
ENST00000380427	DENND4C	0.144371	0.454516	1.14685	0.00504437	0.0163325
ENST00000380424	DENND4C	0.567042	1.41993	0.917929	0.00838722	0.0257712
ENST00000355696	MTAP	0.572209	1.96524	1.23387	0.00300434	0.0102272
ENST00000309951	ACO1	17.2276	34.6931	0.70003	0	0
ENST00000405965	RP11-562M8.2	11.1067	2.94296	-1.32813	0	0
ENST00000318524	NFX1	10.2117	4.56791	-0.804479	0	0
ENST00000297661	UBAP1	1.02996	2.28628	0.79741	0.000123066	0.000543936
ENST00000379186	UBAP1	1.62809	5.65332	1.24484	5.00266e-13	5.15394e-12
ENST00000403416	RP11-571F15.6	3.43304	10.6033	1.12772	1.03183e-10	8.89364e-10
ENST00000346365	NUDT2	0.620146	3.75796	1.80168	4.14294e-06	2.25961e-05
ENST00000378842	GALT	11.4384	3.44321	-1.20057	0	0
ENST00000318041	IL11RA	2.35716	0.968188	-0.889787	0.000253025	0.00106198
ENST00000312316	DNAJB5	1.4029	0.609274	-0.834028	0.00141917	0.00515957
ENST00000378495	UNC13B	8.55644	3.84685	-0.799431	0	0
ENST00000378496	UNC13B	8.17556	3.55093	-0.83394	0	0
ENST00000378405	CCDC107	0	0.258789	Inf	0.00406446	0.0134534
ENST00000378357	CA9	12.7413	5.14561	-0.906705	0	0
ENST00000354323	HRCT1	3.84574	10.7187	1.02503	1.49408e-07	9.63391e-07
ENST00000377966	RECK	3.80975	0.992842	-1.34475	0	0
ENST00000396603	CLTA	0.289265	6.5928	3.12639	0.0071609	0.0223619
ENST00000242285	CLTA	1.52413	6.28591	1.41689	4.97231e-08	3.36526e-07
ENST00000298048	MELK	60.1322	28.9144	-0.732204	0	0
ENST00000377765	FRMPD1	0.00147085	0.00334126	0.820505	0	0
ENST00000377753	RG9MTD3	7.97095	2.53824	-1.14433	0	0
ENST00000377698	ALDH1B1	9.42228	23.018	0.8932	0	0
ENST00000333554	AL592525.10	2.15164	0.704196	-1.11693	7.56251e-10	6.0463e-09
ENST00000377555	CNTNAP3B	0.452191	0.139067	-1.17915	0.000395916	0.00160306
ENST00000377529	FAM27E2	0.225036	0.0211151	-2.36627	0.000286918	0.00119253
ENST00000354995	BX255923.13	0.0321489	0.004536	-1.95833	0	0
ENST00000377342	CBWD3	1.37488	5.83086	1.4448	9.06371e-08	5.99345e-07
ENST00000377290	PIP5K1B	2.76952	12.7454	1.5265	0	0
ENST00000377284	PIP5K1B	5.57664	0.800748	-1.94079	1.3188e-06	7.62628e-06
ENST00000377279	FAM122A	15.5839	2.76595	-1.72886	0	0
ENST00000348208	TJP2	0.299581	1.21118	1.39696	5.1908e-07	3.15887e-06
ENST00000377225	C9orf61	0.205395	0.744817	1.2882	0.00352251	0.0118293
ENST00000376986	GDA	13.7865	5.80962	-0.864177	8.65974e-15	1.00577e-13
ENST00000376896	RORB	0.0238834	0.207438	2.16165	0.0114117	0.0338736
ENST00000376636	VPS13A	1.64533	0.35484	-1.53403	0	0
ENST00000396018	AL353705.23-2	10.7467	1.58633	-1.91318	0.00106557	0.00397709
ENST00000376598	CEP78	11.8905	2.7576	-1.46138	0	0
ENST00000376552	TLE4	0.0485454	0.431663	2.18515	0.000638242	0.00248686
ENST00000399288	TLE4	0.068147	0.926271	2.6095	0.0121983	0.0359301
ENST00000265284	TLE4	0.165661	1.16524	1.95074	1.57409e-09	1.22775e-08
ENST00000376544	TLE4	0.111703	0.31003	1.02082	0.0126802	0.037114
ENST00000376534	TLE4	2.1958	0.673757	-1.18143	3.46498e-08	2.38653e-07
ENST00000376520	TLE4	1.13624	2.4926	0.785606	2.0505e-06	1.15943e-05
ENST00000405990	C9orf103	4.04999	1.9518	-0.729961	0.00456513	0.01494
ENST00000375941	C9orf170	0.356421	0.0386511	-2.22154	0.000482258	0.00192088
ENST00000375908	CTSL1	3.62978	1.77819	-0.713578	1.10262e-05	5.6785e-05
ENST00000342020	CTSL1	33.2077	10.9368	-1.11065	0	0
ENST00000354530	CTSL3	6.47899	3.07963	-0.743756	0.00382411	0.012746
ENST00000404529	SPIN1	5.98658	14.4223	0.879253	0	0
ENST00000375807	SECISBP2	9.524	3.62151	-0.966925	9.59022e-06	4.97794e-05
ENST00000395608	AL354751.7-1	0	0.0172564	Inf	0	0
ENST00000375579	CENPP	0.0191059	0.186548	2.27869	9.46265e-06	4.91752e-05
ENST00000375482	FGD3	0.0432527	0.229719	1.6698	0.0143066	0.0413114
ENST00000337352	FGD3	0.0432554	0.22971	1.66969	0.0138007	0.040016
ENST00000395475	WNK2	0.0500644	0.312143	1.83015	4.71768e-05	0.000221352
ENST00000375360	PTPDC1	6.37523	1.95804	-1.18048	0	0
ENST00000288976	PTPDC1	0.404298	1.03231	0.937404	0.000157225	0.000683871
ENST00000375314	C9orf3	7.76588	16.2768	0.739999	3.12165e-08	2.15783e-07
ENST00000384832	hsa-mir-23b	29.1905	0	-Inf	4.90246e-57	6.63292e-56
ENST00000405401	C9orf102	2.0992	0.766629	-1.00731	4.51032e-06	2.44907e-05
ENST00000320486	AL159167.23-2	6.70923	3.3321	-0.69988	1.84985e-12	1.83251e-11
ENST00000357054	KIAA1529	0.46464	0.144522	-1.16783	6.54657e-05	0.000301323
ENST00000375202	KIAA1529	0.626804	0.300388	-0.735561	0.000701489	0.00271291
ENST00000395220	KIAA1529	0.190049	0.499431	0.966189	0.00102833	0.00384884
ENST00000259365	TMOD1	1.79584	0.731075	-0.898712	2.22241e-05	0.00010939
ENST00000395211	TMOD1	4.08936	1.36609	-1.09644	4.73621e-13	4.89316e-12
ENST00000375123	FOXE1	3.75066	10.3964	1.01953	0	0
ENST00000375001	COL15A1	78.302	23.5263	-1.20245	0	0
ENST00000374994	TGFBR1	15.1353	36.7758	0.887813	0	0
ENST00000223641	SEC61B	94.5078	193.861	0.718458	0	0
ENST00000338488	NR4A3	0	0.111186	Inf	0.0127721	0.0373282
ENST00000238459	NR4A3	0.0687834	0.202361	1.07909	0.011998	0.0354064
ENST00000395097	NR4A3	1.8796	7.88317	1.43367	0	0
ENST00000330847	NR4A3	10.2354	33.8514	1.19613	0	0
ENST00000259400	STX17	15.3749	7.08009	-0.775447	3.86669e-10	3.16675e-09
ENST00000374885	C9orf30	1.53816	4.49253	1.07183	0.000864636	0.00328304
ENST00000395067	C9orf30	8.39326	19.7303	0.854729	5.99298e-13	6.12692e-12
ENST00000374886	C9orf30	0.602088	3.65254	1.80277	0.00165424	0.00592957
ENST00000374887	C9orf30	5.05793	10.4813	0.728638	1.31997e-08	9.45044e-08
ENST00000374879	C9orf30	4.05164	0.126351	-3.46781	0	0
ENST00000307584	MURC	0.43639	1.9227	1.48295	3.23265e-07	2.01255e-06
ENST00000259395	ZNF189	0.655481	1.69457	0.949814	3.83326e-05	0.000182381
ENST00000286398	SMC2	7.76867	3.63074	-0.760663	0	0
ENST00000374764	NIPSNAP3A	1.3022	0.494301	-0.968666	0.0156201	0.044642
ENST00000374762	NIPSNAP3B	1.54625	0.613688	-0.9241	0.00176134	0.00627668
ENST00000394926	FSD1L	0.191827	0.708182	1.3061	7.89079e-05	0.000358401
ENST00000322940	C9orf6	0.619277	1.43191	0.838213	0.00428278	0.0140966
ENST00000374531	PALM2	0.631226	0.0545642	-2.44829	1.42433e-08	1.01613e-07
ENST00000302798	PALM2	0.00276843	2.80638	6.92137	1.97825e-05	9.81063e-05
ENST00000374530	PALM2	0.158079	2.70797	2.84086	0	0
ENST00000374532	PALM2	0.793529	0.320982	-0.905106	1.19357e-07	7.78967e-07
ENST00000374525	PALM2	0.613666	3.50425	1.74228	0	0
ENST00000374293	DNAJC25-GNG10	3.46093	7.12512	0.722088	5.57241e-05	0.000259111
ENST00000398805	HSDL2	2.26893	0.792997	-1.05124	5.19195e-09	3.86419e-08
ENST00000338786	HSDL2	0.268714	0	-Inf	0.000760781	0.00292041
ENST00000259392	SLC31A2	5.01257	10.4987	0.739306	9.23926e-10	7.3482e-09
ENST00000386070	AL449305.4	0	3.20142	Inf	0	0
ENST00000350696	RGS3	0	1.0282	Inf	2.48055e-23	3.26488e-22
ENST00000317567	RGS3	0.147576	0.554288	1.32334	0.000322443	0.00132641
ENST00000374140	RGS3	1.27114	0.040934	-3.43571	9.03508e-11	7.85209e-10
ENST00000317613	RGS3	1.32008	0.486037	-0.999163	0.00020116	0.000859023
ENST00000364270	7SK	0	0.197263	Inf	1.19633e-229	1.72229e-228
ENST00000398736	AL161911.17	2.76374	0.866372	-1.16002	0.000309307	0.00127655
ENST00000373865	CEP110	0.304	0	-Inf	0.00249411	0.0086263
ENST00000373855	CEP110	0.322064	0.0399086	-2.08816	7.25417e-07	4.32902e-06
ENST00000407239	RP11-525G7.2	0.0248846	0	-Inf	2.10142e-167	2.96142e-166
ENST00000373851	CEP110	0.149704	0	-Inf	0.00390712	0.0129922
ENST00000373845	CEP110	0.343333	0.764614	0.800671	0.00489795	0.0159028
ENST00000341272	GSN	3.72492	1.60759	-0.840308	1.1265e-08	8.11276e-08
ENST00000373818	GSN	0.194695	4.73177	3.19062	0	0
ENST00000373805	GSN	1.87242	4.70334	0.921043	0.00287881	0.0098318
ENST00000373785	DAB2IP	0.178471	0.576036	1.17174	0.00164149	0.00588719
ENST00000297908	MRRF	11.8308	1.793	-1.88681	0	0
ENST00000373727	MRRF	0.748448	2.76986	1.30855	0.00280826	0.00961992
ENST00000373723	MRRF	1.24896	3.63671	1.06877	7.09475e-05	0.000324587
ENST00000373730	MRRF	4.33939	1.48738	-1.07072	3.85926e-07	2.37845e-06
ENST00000223423	PTGS1	29.8528	6.72156	-1.49096	0	0
ENST00000373698	PTGS1	62.1119	9.79905	-1.84665	0	0
ENST00000373629	CRB2	0.153036	0.367738	0.876693	0.0166915	0.0473538
ENST00000373600	NEK6	0.272172	1.17236	1.46035	1.8415e-06	1.04716e-05
ENST00000394199	NEK6	2.14612	5.08027	0.861701	1.15115e-08	8.28081e-08
ENST00000288815	OLFML2A	1.82428	0.709794	-0.943963	4.34375e-11	3.85253e-10
ENST00000410908	U2	0.753787	0	-Inf	9.39009e-37	1.25087e-35
ENST00000259460	RABEPK	2.4623	9.47385	1.34744	1.71476e-10	1.44741e-09
ENST00000394125	RABEPK	10.3468	4.79743	-0.768593	2.01207e-09	1.55287e-08
ENST00000394105	GAPVD1	1.76873	0.854268	-0.727769	3.86432e-09	2.90157e-08
ENST00000394101	GAPVD1	2.28853	0.556599	-1.41382	0	0
ENST00000373492	PBX3	0.00214291	0.323164	5.01599	0	0
ENST00000342287	PBX3	1.12053	0.353353	-1.15409	7.83283e-05	0.000355915
ENST00000373489	PBX3	1.12208	0.441057	-0.933766	0.000547784	0.00216232
ENST00000373483	PBX3	1.12032	0.399394	-1.03142	0.000401973	0.00162549
ENST00000373482	PBX3	1.12081	0.523629	-0.761021	0.00665743	0.0209276
ENST00000259351	RALGPS1	0.292082	0.0877269	-1.20281	0.000786743	0.00301194
ENST00000373371	SLC2A8	0.850198	0.368082	-0.837164	0.0147165	0.0423619
ENST00000373302	STXBP1	0.233196	0.583827	0.917725	0.00585094	0.018679
ENST00000373245	FPGS	0.380339	1.96771	1.64356	2.717e-07	1.70501e-06
ENST00000373064	SLC25A25	2.30658	11.1209	1.57306	0	0
ENST00000372898	C9orf119	38.6952	18.998	-0.711384	1.33227e-13	1.43357e-12
ENST00000360536	CERCAM	1.31728	3.79557	1.05827	6.30514e-07	3.7935e-06
ENST00000393533	ODF2	1.55758	4.07789	0.96245	2.98536e-07	1.8665e-06
ENST00000372791	ODF2	0	1.22134	Inf	9.65332e-14	1.05106e-12
ENST00000309971	GLE1	31.4334	9.74828	-1.17078	0	0
ENST00000358161	SPTAN1	0	0.201503	Inf	6.14573e-09	4.53573e-08
ENST00000372739	SPTAN1	0.413625	5.11032	2.51406	0	0
ENST00000291906	PKN3	8.9712	4.2781	-0.740512	0	0
ENST00000277475	FAM73B	1.72117	0.730095	-0.857587	4.0222e-06	2.19784e-05
ENST00000406926	FAM73B	2.55501	8.05332	1.14803	0	0
ENST00000355007	PPP2R4	0.377669	0	-Inf	0.000292158	0.00121191
ENST00000357197	PPP2R4	1.0124	0	-Inf	1.33764e-07	8.68233e-07
ENST00000393370	PPP2R4	4.71628	18.8942	1.38783	0	0
ENST00000372489	AL391056.25-1	5.17051	1.0227	-1.62052	0	0
ENST00000372480	METTL11A	9.60948	20.9483	0.779306	9.17187e-09	6.65978e-08
ENST00000372406	GPR107	0.333206	0	-Inf	1.95741e-07	1.24573e-06
ENST00000334909	ASS1	0.529152	0.0539006	-2.28413	0.00264135	0.00909129
ENST00000344866	ASS1	15.1633	4.29425	-1.2616	0	0
ENST00000352480	ASS1	34.3667	6.22289	-1.70885	0	0
ENST00000372393	ASS1	57.8907	7.47748	-2.04666	0	0
ENST00000372386	ASS1	33.6039	4.13787	-2.09446	0	0
ENST00000372348	ABL1	3.21748	1.47813	-0.777824	0.0100745	0.03034
ENST00000372319	AIF1L	3.8294	0.361836	-2.35927	0	0
ENST00000372300	AIF1L	0.948312	0	-Inf	1.32725e-08	9.50102e-08
ENST00000398496	BAT2L	2.76647	5.94164	0.764412	0.00095343	0.00359048
ENST00000372228	POMT1	0	0.351272	Inf	1.20771e-06	7.01985e-06
ENST00000354713	POMT1	1.7544	4.59097	0.961964	1.58198e-10	1.34124e-09
ENST00000372220	POMT1	0.227693	0.836225	1.3009	0.00439016	0.014421
ENST00000383884	SNORD24	50.0683	0	-Inf	0	0
ENST00000371957	C9orf96	0	0.376041	Inf	2.33483e-06	1.31044e-05
ENST00000371910	ADAMTS13	0.00132628	0.051232	3.65398	2.22045e-16	2.86016e-15
ENST00000371817	COL5A1	29.2784	14.5447	-0.699621	0	0
ENST00000371814	COL5A1	0	0.526332	Inf	0.000103535	0.000462436
ENST00000371785	MRPS2	1.16137	2.40494	0.727925	0.00452784	0.0148268
ENST00000371671	C9orf86	6.23323	13.561	0.777303	7.23433e-09	5.30538e-08
ENST00000357466	C9orf86	1.2239	0.586177	-0.736176	0.0163629	0.0465145
ENST00000397144	RP11-229P13.2	0.305424	1.21144	1.37787	0.00172576	0.00616533
ENST00000224181	C8G	0.156643	1.26819	2.09137	0.0169743	0.0480448
ENST00000371521	NDOR1	0.70843	1.48812	0.742219	0.00432807	0.014234
ENST00000382389	CBWD1	6.35472	14.8735	0.850385	9.02452e-06	4.70259e-05
ENST00000411041	U2	0	0.406211	Inf	2.97466e-315	4.37246e-314
ENST00000382004	RFX3	0.757774	0.201581	-1.32419	0.0108631	0.032429
ENST00000302303	RFX3	0	0.374591	Inf	3.7602e-07	2.32325e-06
ENST00000399965	AL354941.10	0.0671755	0.010372	-1.8682	0	0
ENST00000223864	C9orf46	10.7413	4.16969	-0.946254	1.01662e-08	7.35749e-08
ENST00000329294	KIAA2026	1.68646	0.550775	-1.11906	4.40142e-10	3.58535e-09
ENST00000381461	KIAA2026	1.52426	0.38724	-1.37022	1.09002e-12	1.09357e-11
ENST00000259569	RANBP6	31.5188	14.4941	-0.77684	0	0
ENST00000381017	MPDZ	2.02503	0.97349	-0.732453	3.52377e-05	0.000168676
ENST00000381022	MPDZ	4.37465	1.51674	-1.05927	0	0
ENST00000399902	MPDZ	3.00758	1.10105	-1.00488	0	0
ENST00000319198	MPDZ	1.31163	0.476778	-1.01197	2.71933e-05	0.000132122
ENST00000380924	NFIB	3.25737	6.85465	0.744006	0.00132271	0.00484406
ENST00000380921	NFIB	0.633617	3.37447	1.67255	3.63138e-06	1.99517e-05
ENST00000384630	U6	17.8582	2.68186	-1.89595	0	0
ENST00000380672	BNC2	1.15221	3.51146	1.11435	0	0
ENST00000401622	RP11-503K16.2	3.86329	1.34405	-1.05583	0.00662111	0.0208194
ENST00000380394	RPS6	95.2144	34.4558	-1.01645	0	0
ENST00000380384	RPS6	0.961292	3.62995	1.3287	4.17736e-06	2.27754e-05
ENST00000315377	RPS6	1.07753	7.38603	1.92492	5.47656e-09	4.0657e-08
ENST00000404871	RP11-513M16.5	0.288555	0	-Inf	0	0
ENST00000355930	MLLT3	1.92928	0.547532	-1.25948	1.51749e-09	1.18444e-08
ENST00000380233	PTPLAD2	5.34198	1.43257	-1.31613	1.44202e-10	1.22801e-09
ENST00000402236	RP11-70L8.1	1.02849	0.0639633	-2.77754	2.66454e-15	3.18796e-14
ENST00000304494	CDKN2A	10.109	25.8202	0.937729	0	0
ENST00000361570	CDKN2A	12.3299	25.5388	0.728175	1.48104e-13	1.58861e-12
ENST00000380003	C9orf72	2.96402	5.97101	0.70037	6.22052e-10	5.00699e-09
ENST00000379995	C9orf72	0.48094	2.69496	1.72339	0.000340284	0.00139343
ENST00000379992	LINGO2	0.89485	0.351571	-0.934243	0.00119192	0.00440243
ENST00000379882	DDX58	0.905477	0.311006	-1.06865	1.00716e-05	5.21306e-05
ENST00000379883	DDX58	0.946083	0.268206	-1.26057	3.24317e-07	2.01853e-06
ENST00000379868	DDX58	0.866383	0.426532	-0.708639	0.00302066	0.0102756
ENST00000366355	AL353671.6-3	0.638512	0.103673	-1.8179	0	0
ENST00000350021	NDUFB6	1.05598	3.76776	1.27201	0.000380716	0.0015462
ENST00000379813	APTX	1.91694	0.77131	-0.910394	0.00510581	0.0165047
ENST00000363674	Y_RNA	0	27.867	Inf	0	0
ENST00000363271	Y_RNA	0	12.3284	Inf	0	0
ENST00000366325	AL353662.19-3	0.571185	0	-Inf	0	0
ENST00000387972	AL353662.19-4	0	27.9822	Inf	0	0
ENST00000345050	KIF24	3.22875	1.38216	-0.848452	2.22045e-16	2.89229e-15
ENST00000396938	C9orf25	0.140143	0.00206646	-4.21683	0	0
ENST00000298004	PIGO	0.643499	0.258811	-0.910822	0.0106621	0.0318958
ENST00000322813	KIAA1539	0.354008	1.17543	1.20007	7.1548e-05	0.000327029
ENST00000378554	KIAA1539	0	1.07231	Inf	4.64958e-11	4.11963e-10
ENST00000378292	TPM2	3.68906	0.238683	-2.73799	1.32799e-09	1.04133e-08
ENST00000360958	TPM2	10.456	28.5468	1.00436	0	0
ENST00000388950	C9orf128	0	0.0194125	Inf	4.49443e-66	6.11845e-65
ENST00000350199	RNF38	4.08036	1.21628	-1.21039	0	0
ENST00000357058	RNF38	2.76037	0.730278	-1.32969	0	0
ENST00000377885	RNF38	3.3612	1.498	-0.808166	6.03961e-14	6.64825e-13
ENST00000404723	RP11-220I1.4	0.135387	0.530456	1.3656	0	0
ENST00000377773	TOMM5	8.77537	23.8398	0.999408	7.32503e-12	6.94255e-11
ENST00000396521	EXOSC3	1.07029	4.43444	1.42147	3.75747e-06	2.06009e-05
ENST00000377716	MCART1	1.79005	0.893948	-0.694351	0.00903818	0.0275257
ENST00000357072	ANKRD18A	0.463516	1.31655	1.04393	7.28266e-05	0.000332425
ENST00000323947	CNTNAP3	1.39013	0.306299	-1.51259	2.66004e-09	2.02913e-08
ENST00000377656	CNTNAP3	1.2732	0.186449	-1.92113	3.71583e-11	3.31229e-10
ENST00000377659	CNTNAP3	0.143826	0.465653	1.17484	0.0100276	0.0302214
ENST00000377614	BX664615.10-2	0.729371	1.84433	0.927689	0.00117024	0.00432998
ENST00000404203	RP11-236F9.4	3.8771	7.95101	0.718212	7.07941e-05	0.000323953
ENST00000377392	CBWD5	0.264612	0	-Inf	0.0177153	0.0498603
ENST00000377380	CBWD5	6.84058	17.2616	0.925612	2.29816e-09	1.76347e-08
ENST00000384273	U6	2.43259	0.127281	-2.95031	0	0
ENST00000410533	U2	0	2.16974	Inf	0	0
ENST00000377041	FAM108B1	0.509607	1.63931	1.16839	0.000756686	0.00290723
ENST00000376956	ZFAND5	4.26647	13.567	1.15685	2.05818e-09	1.58707e-08
ENST00000361092	C9orf95	5.20542	2.38768	-0.779377	7.77691e-05	0.00035352
ENST00000257452	RFK	14.9927	2.20381	-1.91738	0	0
ENST00000376464	TLE1	0.322729	0.783686	0.887193	0.0045751	0.0149682
ENST00000376463	TLE1	0.804522	2.96822	1.30547	0.000119215	0.000527764
ENST00000376447	RASEF	0.689404	0.301753	-0.826219	0.0122629	0.0360915
ENST00000406518	FRMD3	2.88388	0.646478	-1.49535	0	0
ENST00000334204	KIF27	0.248614	0.527949	0.7531	0.0164981	0.0468564
ENST00000314700	C9orf64	8.15097	2.17862	-1.31944	0	0
ENST00000360384	HNRNPK	76.145	23.82	-1.16212	0	0
ENST00000376083	AGTPBP1	0.852849	1.7635	0.726474	8.16036e-05	0.000369844
ENST00000376082	AGTPBP1	0	0.973873	Inf	3.91747e-05	0.000186066
ENST00000388712	GOLM1	12.6014	27.2453	0.771072	0	0
ENST00000375957	ZCCHC6	0	0.497142	Inf	1.42193e-06	8.18611e-06
ENST00000399186	AL160279.21-1	0	0.00469553	Inf	1.18505e-11	1.10487e-10
ENST00000325303	CCRK	0.309017	1.13781	1.30347	0.000248174	0.00104341
ENST00000375871	CCRK	0.349236	1.18482	1.2216	0.000557166	0.0021966
ENST00000375831	SHC3	0.0967282	0	-Inf	0.00331171	0.0111836
ENST00000343780	SEMA4D	2.35908	1.06383	-0.796398	7.62966e-09	5.57858e-08
ENST00000356444	SEMA4D	0.653954	2.70562	1.42005	1.58984e-13	1.702e-12
ENST00000375731	AUH	8.99181	3.3828	-0.977611	8.74856e-14	9.53961e-13
ENST00000375724	NFIL3	0.244058	0.70676	1.06328	0.00845657	0.0259554
ENST00000297689	NFIL3	16.099	50.4351	1.14193	0	0
ENST00000375715	ROR2	0.567174	0.152869	-1.31108	0.00529752	0.0170618
ENST00000262554	SPTLC1	25.6683	58.6695	0.826662	0	0
ENST00000337841	SPTLC1	0.565685	3.92677	1.93753	1.46536e-06	8.41638e-06
ENST00000404900	RP11-62C3.8	0	0.00243976	Inf	9.80519e-267	1.42463e-265
ENST00000344604	ECM2	0.408989	0.857025	0.73978	0.0116608	0.0345225
ENST00000403103	RP11-19J3.5	2.82739	0	-Inf	1.52321e-291	2.22413e-290
ENST00000395506	ZNF484	0.9057	0.372817	-0.88762	0.00305033	0.0103661
ENST00000395505	ZNF484	0.469198	1.49191	1.15679	3.28779e-05	0.000157998
ENST00000403266	FAM120AOS	5.80552	2.8696	-0.704637	3.16019e-06	1.7496e-05
ENST00000375305	FANCC	4.04224	0.443828	-2.20912	0	0
ENST00000375290	PTCH1	1.34389	0.647785	-0.729767	5.19539e-08	3.5087e-07
ENST00000375276	PTCH1	0.794549	0.356763	-0.800703	1.39343e-05	7.06547e-05
ENST00000375275	PTCH1	0.816669	0.246645	-1.19728	9.37607e-06	4.87482e-05
ENST00000375274	PTCH1	0.138802	0.413594	1.09183	0.00420893	0.0138857
ENST00000375268	AL354861.11	0	1.04988	Inf	4.1973e-06	2.28756e-05
ENST00000375257	SLC35D2	1.9552	6.37068	1.18121	1.11429e-05	5.73455e-05
ENST00000375242	CDC14B	0.917363	3.13075	1.22752	2.44249e-15	2.94067e-14
ENST00000375231	ZNF510	0.228517	0.465672	0.711871	0.0147615	0.0424664
ENST00000395262	ZNF782	1.72001	0.668121	-0.945615	3.39812e-06	1.87426e-05
ENST00000375098	TRIM14	0	0.181088	Inf	0.00440531	0.0144675
